id,titolo,genere,regista,anno,durataMinuti,etaMinima,dataOra,costoBiglietto
3662,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-11-08 10:30,6.50
3663,Lost in Translation,Comedy,Sofia Coppola,2003,102,12,2023-11-07 15:00,8.50
3664,My Left Foot: The Story of Christy Brown,Biography,Jim Sheridan,1989,103,0,2023-11-07 12:30,7.50
3665,Days of Heaven,Drama,Terrence Malick,1978,94,6,2023-11-07 10:00,8.00
3666,Good Bye Lenin!,Comedy,Wolfgang Becker,2003,121,16,2023-11-06 15:00,7.00
3667,Shichinin no samurai,Action,Akira Kurosawa,1954,207,0,2023-11-06 10:30,8.50
3668,Dead Man,Adventure,Jim Jarmusch,1995,121,16,2023-11-05 19:00,9.50
3669,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2023-11-05 16:00,7.00
3670,Modern Times,Comedy,Charles Chaplin,1936,87,0,2023-11-05 13:30,7.00
3671,Naked,Comedy,Mike Leigh,1993,132,12,2023-11-05 10:30,8.50
3672,Kumonosu-jô,Drama,Akira Kurosawa,1957,110,12,2023-11-04 17:00,6.50
3673,Mad Max 2,Action,George Miller,1981,96,12,2023-11-04 14:30,8.00
3674,Evil Dead II,Action,Sam Raimi,1987,84,12,2023-11-04 12:30,7.00
3675,Boyz n the Hood,Crime,John Singleton,1991,112,12,2023-11-04 10:00,6.50
3676,The Best Years of Our Lives,Drama,William Wyler,1946,170,12,2023-11-03 15:00,8.00
3677,Fear and Loathing in Las Vegas,Adventure,Terry Gilliam,1998,118,16,2023-11-03 12:30,8.50
3678,The Sandlot,Comedy,David Mickey Evans,1993,101,0,2023-11-03 10:00,6.50
3679,Die Hard: With a Vengeance,Action,John McTiernan,1995,128,12,2023-11-02 15:00,8.00
3680,Mad Max 2,Action,George Miller,1981,96,12,2023-11-02 12:30,7.50
3681,Days of Heaven,Drama,Terrence Malick,1978,94,6,2023-11-02 10:00,7.00
3682,Shichinin no samurai,Action,Akira Kurosawa,1954,207,0,2023-11-01 10:00,8.50
3683,Days of Heaven,Drama,Terrence Malick,1978,94,6,2023-10-31 10:30,7.00
3684,Shichinin no samurai,Action,Akira Kurosawa,1954,207,0,2023-10-30 15:30,7.00
3685,Per un pugno di dollari,Action,Sergio Leone,1964,99,12,2023-10-30 13:00,8.00
3686,Der Himmel über Berlin,Drama,Wim Wenders,1987,128,0,2023-10-30 10:00,8.00
3687,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-10-29 18:00,9.50
3688,Hana-bi,Crime,Takeshi Kitano,1997,103,12,2023-10-29 15:30,7.00
3689,Gattaca,Drama,Andrew Niccol,1997,106,12,2023-10-29 13:00,7.00
3690,Evil Dead II,Action,Sam Raimi,1987,84,12,2023-10-29 10:30,8.00
3691,The Best Years of Our Lives,Drama,William Wyler,1946,170,12,2023-10-28 15:30,8.50
3692,Boyz n the Hood,Crime,John Singleton,1991,112,12,2023-10-28 12:30,6.50
3693,Monty Python and the Holy Grail,Adventure,Terry Gilliam,1975,91,6,2023-10-28 10:00,8.50
3694,Monty Python and the Holy Grail,Adventure,Terry Gilliam,1975,91,6,2023-10-27 12:30,7.50
3695,Gattaca,Drama,Andrew Niccol,1997,106,12,2023-10-27 10:00,8.00
3696,Boyz n the Hood,Crime,John Singleton,1991,112,12,2023-10-26 14:30,8.00
3697,Shichinin no samurai,Action,Akira Kurosawa,1954,207,0,2023-10-26 10:00,8.50
3698,Kagemusha,Drama,Akira Kurosawa,1980,180,0,2023-10-25 13:00,8.00
3699,Gattaca,Drama,Andrew Niccol,1997,106,12,2023-10-25 10:30,8.50
3700,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,2023-10-24 13:00,8.00
3701,Mad Max 2,Action,George Miller,1981,96,12,2023-10-24 10:30,7.50
3702,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-10-23 10:00,8.00
3703,Boyz n the Hood,Crime,John Singleton,1991,112,12,2023-10-22 15:30,8.50
3704,Gattaca,Drama,Andrew Niccol,1997,106,12,2023-10-22 13:00,7.00
3705,Full Metal Jacket,Drama,Stanley Kubrick,1987,116,12,2023-10-22 10:00,7.50
3706,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,2023-10-21 14:00,6.50
3707,Frankenstein,Drama,James Whale,1931,70,12,2023-10-21 12:00,6.50
3708,Frankenstein,Drama,James Whale,1931,70,12,2023-10-21 10:00,8.50
3709,Lost Highway,Mystery,David Lynch,1997,134,12,2023-10-20 12:30,8.50
3710,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-10-20 10:30,7.50
3711,Das Cabinet des Dr. Caligari,Fantasy,Robert Wiene,1920,76,12,2023-10-19 13:00,8.50
3712,Planet of the Apes,Adventure,Franklin J. Schaffner,1968,112,0,2023-10-19 10:00,7.50
3713,The Best Years of Our Lives,Drama,William Wyler,1946,170,12,2023-10-18 15:30,7.00
3714,Mad Max 2,Action,George Miller,1981,96,12,2023-10-18 13:00,8.50
3715,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,2023-10-18 10:30,8.50
3716,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2023-10-17 10:00,8.50
3717,Hable con ella,Drama,Pedro Almodóvar,2002,112,16,2023-10-16 12:30,6.50
3718,The Sandlot,Comedy,David Mickey Evans,1993,101,0,2023-10-16 10:00,7.50
3719,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,2023-10-15 15:30,7.00
3720,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-10-15 12:30,8.50
3721,Enter the Dragon,Action,Robert Clouse,1973,102,12,2023-10-15 10:00,8.00
3722,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-10-14 15:00,7.00
3723,Planet of the Apes,Adventure,Franklin J. Schaffner,1968,112,0,2023-10-14 12:30,8.50
3724,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-10-14 10:30,8.50
3725,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,2023-10-13 15:00,8.00
3726,Donnie Darko,Drama,Richard Kelly,2001,113,16,2023-10-13 12:30,6.50
3727,Boyz n the Hood,Crime,John Singleton,1991,112,12,2023-10-13 10:00,7.50
3728,Les quatre cents coups,Crime,François Truffaut,1959,99,12,2023-10-12 12:30,6.50
3729,Hana-bi,Crime,Takeshi Kitano,1997,103,12,2023-10-12 10:00,7.50
3730,Monty Python and the Holy Grail,Adventure,Terry Gilliam,1975,91,6,2023-10-11 16:30,6.50
3731,Forrest Gump,Drama,Robert Zemeckis,1994,142,12,2023-10-11 13:00,6.50
3732,Eskiya,Crime,Yavuz Turgul,1996,128,12,2023-10-11 10:00,8.00
3733,Todo sobre mi madre,Drama,Pedro Almodóvar,1999,101,16,2023-10-10 16:00,6.50
3734,Requiem for a Dream,Drama,Darren Aronofsky,2000,102,12,2023-10-10 13:30,6.50
3735,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2023-10-10 10:30,6.50
3736,Monty Python and the Holy Grail,Adventure,Terry Gilliam,1975,91,6,2023-10-09 13:00,7.00
3737,Dead Man,Adventure,Jim Jarmusch,1995,121,16,2023-10-09 10:00,7.50
3738,Monty Python and the Holy Grail,Adventure,Terry Gilliam,1975,91,6,2023-10-08 16:00,6.50
3739,Dawn of the Dead,Action,George A. Romero,1978,127,12,2023-10-08 13:00,7.00
3740,Do lok tin si,Comedy,Kar-Wai Wong,1995,99,12,2023-10-08 10:30,8.50
3741,Kagemusha,Drama,Akira Kurosawa,1980,180,0,2023-10-07 18:30,10.00
3742,Days of Heaven,Drama,Terrence Malick,1978,94,6,2023-10-07 16:00,7.50
3743,Good Bye Lenin!,Comedy,Wolfgang Becker,2003,121,16,2023-10-07 13:00,6.50
3744,Les quatre cents coups,Crime,François Truffaut,1959,99,12,2023-10-07 10:30,8.50
3745,Das Cabinet des Dr. Caligari,Fantasy,Robert Wiene,1920,76,12,2023-10-06 13:30,7.50
3746,Midnight Express,Biography,Alan Parker,1978,121,12,2023-10-06 10:30,8.00
3747,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2023-10-05 13:30,6.50
3748,The Count of Monte Cristo,Action,Kevin Reynolds,2002,131,12,2023-10-05 10:30,7.50
3749,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-10-04 10:30,7.50
3750,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,2023-10-03 13:00,8.50
3751,Todo sobre mi madre,Drama,Pedro Almodóvar,1999,101,16,2023-10-03 10:30,7.00
3752,Duck Soup,Comedy,Leo McCarey,1933,69,12,2023-10-02 10:30,6.50
3753,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2023-10-01 14:30,8.50
3754,Das Cabinet des Dr. Caligari,Fantasy,Robert Wiene,1920,76,12,2023-10-01 12:30,7.50
3755,Do lok tin si,Comedy,Kar-Wai Wong,1995,99,12,2023-10-01 10:00,8.00
3756,Das Cabinet des Dr. Caligari,Fantasy,Robert Wiene,1920,76,12,2023-09-30 17:30,8.50
3757,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2023-09-30 15:00,6.50
3758,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2023-09-30 12:30,7.00
3759,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2023-09-30 10:00,8.50
3760,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-09-29 15:30,8.50
3761,Mad Max 2,Action,George Miller,1981,96,12,2023-09-29 13:00,8.50
3762,Modern Times,Comedy,Charles Chaplin,1936,87,0,2023-09-29 10:30,7.00
3763,Les quatre cents coups,Crime,François Truffaut,1959,99,12,2023-09-28 16:30,6.50
3764,Kagemusha,Drama,Akira Kurosawa,1980,180,0,2023-09-28 12:30,7.50
3765,Das Cabinet des Dr. Caligari,Fantasy,Robert Wiene,1920,76,12,2023-09-28 10:30,8.00
3766,Bonnie and Clyde,Action,Arthur Penn,1967,111,12,2023-09-27 10:30,8.00
3767,Modern Times,Comedy,Charles Chaplin,1936,87,0,2023-09-26 12:30,7.50
3768,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2023-09-26 10:00,7.00
3769,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2023-09-25 13:30,6.50
3770,La vita è bella,Comedy,Roberto Benigni,1997,116,0,2023-09-25 10:30,8.50
3771,Eskiya,Crime,Yavuz Turgul,1996,128,12,2023-09-24 18:00,8.50
3772,Dead Man,Adventure,Jim Jarmusch,1995,121,16,2023-09-24 15:00,6.50
3773,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2023-09-24 12:30,7.00
3774,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,2023-09-24 10:00,6.50
3775,Giù la testa,Drama,Sergio Leone,1971,157,6,2023-09-23 14:30,8.50
3776,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,2023-09-23 12:30,8.00
3777,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2023-09-23 10:00,8.50
3778,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2023-09-22 16:00,6.50
3779,Dead Man,Adventure,Jim Jarmusch,1995,121,16,2023-09-22 13:00,8.00
3780,Being John Malkovich,Comedy,Spike Jonze,1999,113,16,2023-09-22 10:30,7.50
3781,Love and Death,Comedy,Woody Allen,1975,85,6,2023-09-21 10:00,6.50
3782,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2023-09-20 16:00,8.00
3783,To Kill a Mockingbird,Crime,Robert Mulligan,1962,129,0,2023-09-20 13:00,7.50
3784,The Sandlot,Comedy,David Mickey Evans,1993,101,0,2023-09-20 10:30,8.50
3785,Donnie Darko,Drama,Richard Kelly,2001,113,16,2023-09-19 15:30,8.00
3786,To Kill a Mockingbird,Crime,Robert Mulligan,1962,129,0,2023-09-19 12:30,7.00
3787,Enter the Dragon,Action,Robert Clouse,1973,102,12,2023-09-19 10:00,7.50
3788,Todo sobre mi madre,Drama,Pedro Almodóvar,1999,101,16,2023-09-18 10:30,6.50
3789,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2023-09-17 15:30,8.50
3790,Donnie Darko,Drama,Richard Kelly,2001,113,16,2023-09-17 12:30,7.50
3791,Mad Max 2,Action,George Miller,1981,96,12,2023-09-17 10:00,7.00
3792,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2023-09-16 20:00,9.00
3793,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2023-09-16 17:30,7.50
3794,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-09-16 14:00,8.50
3795,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-09-16 10:30,6.50
3796,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,2023-09-15 10:30,8.00
3797,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-09-14 10:30,7.50
3798,Love and Death,Comedy,Woody Allen,1975,85,6,2023-09-13 15:30,7.50
3799,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2023-09-13 13:00,7.00
3800,The Sandlot,Comedy,David Mickey Evans,1993,101,0,2023-09-13 10:30,6.50
3801,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2023-09-12 13:00,6.50
3802,The Elephant Man,Biography,David Lynch,1980,124,12,2023-09-12 10:00,6.50
3803,Midnight Express,Biography,Alan Parker,1978,121,12,2023-09-11 17:30,6.50
3804,Ben-Hur,Adventure,William Wyler,1959,212,0,2023-09-11 13:00,8.50
3805,Ladri di biciclette,Drama,Vittorio De Sica,1948,89,12,2023-09-11 10:30,6.50
3806,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2023-09-10 15:30,7.00
3807,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2023-09-10 13:00,7.00
3808,Ladri di biciclette,Drama,Vittorio De Sica,1948,89,12,2023-09-10 10:30,8.00
3809,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,Stanley Kubrick,1964,95,12,2023-09-09 19:30,10.00
3810,Ben-Hur,Adventure,William Wyler,1959,212,0,2023-09-09 15:00,8.00
3811,Ladri di biciclette,Drama,Vittorio De Sica,1948,89,12,2023-09-09 12:30,7.50
3812,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,2023-09-09 10:00,6.50
3813,The Elephant Man,Biography,David Lynch,1980,124,12,2023-09-08 10:00,8.00
3814,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,2023-09-07 16:00,6.50
3815,The Count of Monte Cristo,Action,Kevin Reynolds,2002,131,12,2023-09-07 13:00,8.00
3816,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,Stanley Kubrick,1964,95,12,2023-09-07 10:30,6.50
3817,La vita è bella,Comedy,Roberto Benigni,1997,116,0,2023-09-06 13:00,8.50
3818,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,Stanley Kubrick,1964,95,12,2023-09-06 10:30,7.50
3819,Kagemusha,Drama,Akira Kurosawa,1980,180,0,2023-09-05 10:30,7.00
3820,Kagemusha,Drama,Akira Kurosawa,1980,180,0,2023-09-04 10:00,8.00
3821,The Goonies,Adventure,Richard Donner,1985,114,0,2023-09-03 20:30,9.50
3822,Kagemusha,Drama,Akira Kurosawa,1980,180,0,2023-09-03 16:30,6.50
3823,The Elephant Man,Biography,David Lynch,1980,124,12,2023-09-03 13:30,7.50
3824,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-09-03 10:00,7.50
3825,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2023-09-02 18:30,8.50
3826,The Count of Monte Cristo,Action,Kevin Reynolds,2002,131,12,2023-09-02 15:30,7.00
3827,The Elephant Man,Biography,David Lynch,1980,124,12,2023-09-02 12:30,8.50
3828,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2023-09-02 10:00,8.00
3829,Donnie Darko,Drama,Richard Kelly,2001,113,16,2023-09-01 10:30,8.00
3830,Solaris,Drama,Andrei Tarkovsky,1972,167,6,2023-08-31 15:00,7.00
3831,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,2023-08-31 12:30,6.50
3832,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2023-08-31 10:00,6.50
3833,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2023-08-30 10:30,8.00
3834,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2023-08-29 10:30,6.50
3835,Sling Blade,Drama,Billy Bob Thornton,1996,135,16,2023-08-28 13:00,8.00
3836,Down by Law,Comedy,Jim Jarmusch,1986,107,16,2023-08-28 10:30,8.50
3837,Memento,Mystery,Christopher Nolan,2000,113,12,2023-08-27 20:00,9.50
3838,Solaris,Drama,Andrei Tarkovsky,1972,167,6,2023-08-27 16:00,8.50
3839,Miller's Crossing,Crime,Joel Coen,1990,115,16,2023-08-27 13:00,7.00
3840,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2023-08-27 10:30,6.50
3841,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2023-08-26 16:30,6.50
3842,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-08-26 13:00,6.50
3843,"Paris, Texas",Drama,Wim Wenders,1984,145,0,2023-08-26 10:00,7.00
3844,"Paris, Texas",Drama,Wim Wenders,1984,145,0,2023-08-25 12:30,8.50
3845,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2023-08-25 10:00,7.00
3846,Down by Law,Comedy,Jim Jarmusch,1986,107,16,2023-08-24 10:00,8.50
3847,Papillon,Biography,Franklin J. Schaffner,1973,151,16,2023-08-23 13:00,7.50
3848,Donnie Darko,Drama,Richard Kelly,2001,113,16,2023-08-23 10:00,6.50
3849,Stand by Me,Adventure,Rob Reiner,1986,89,0,2023-08-22 10:30,8.50
3850,Papillon,Biography,Franklin J. Schaffner,1973,151,16,2023-08-21 10:30,6.50
3851,The Elephant Man,Biography,David Lynch,1980,124,12,2023-08-20 20:00,10.00
3852,The Goonies,Adventure,Richard Donner,1985,114,0,2023-08-20 17:00,8.00
3853,Memento,Mystery,Christopher Nolan,2000,113,12,2023-08-20 14:00,8.00
3854,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2023-08-20 10:30,8.50
3855,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-08-19 19:00,9.50
3856,The Count of Monte Cristo,Action,Kevin Reynolds,2002,131,12,2023-08-19 16:00,7.00
3857,"Paris, Texas",Drama,Wim Wenders,1984,145,0,2023-08-19 13:00,6.50
3858,Ladri di biciclette,Drama,Vittorio De Sica,1948,89,12,2023-08-19 10:30,6.50
3859,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-08-18 14:00,7.00
3860,Short Cuts,Comedy,Robert Altman,1993,188,16,2023-08-18 10:00,7.00
3861,The Goonies,Adventure,Richard Donner,1985,114,0,2023-08-17 15:30,8.00
3862,Inherit the Wind,Biography,Stanley Kramer,1960,128,12,2023-08-17 12:30,8.50
3863,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2023-08-17 10:00,6.50
3864,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2023-08-16 10:30,8.50
3865,The Count of Monte Cristo,Action,Kevin Reynolds,2002,131,12,2023-08-15 10:30,8.00
3866,The Goonies,Adventure,Richard Donner,1985,114,0,2023-08-14 12:30,8.00
3867,Stand by Me,Adventure,Rob Reiner,1986,89,0,2023-08-14 10:00,6.50
3868,La règle du jeu,Comedy,Jean Renoir,1939,110,12,2023-08-13 17:30,7.50
3869,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-08-13 13:30,6.50
3870,Solaris,Drama,Andrei Tarkovsky,1972,167,6,2023-08-13 10:00,7.50
3871,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-08-12 18:30,9.50
3872,Memento,Mystery,Christopher Nolan,2000,113,12,2023-08-12 15:30,8.50
3873,Smultronstället,Drama,Ingmar Bergman,1957,91,0,2023-08-12 13:00,8.00
3874,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2023-08-12 10:30,7.50
3875,Stand by Me,Adventure,Rob Reiner,1986,89,0,2023-08-11 13:00,8.50
3876,Mulan,Animation,Tony Bancroft,1998,88,0,2023-08-11 10:30,6.50
3877,Down by Law,Comedy,Jim Jarmusch,1986,107,16,2023-08-10 13:00,7.00
3878,Memento,Mystery,Christopher Nolan,2000,113,12,2023-08-10 10:00,7.00
3879,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2023-08-09 13:00,7.50
3880,Sanjuro,Action,Akira Kurosawa,1962,96,0,2023-08-09 10:30,8.00
3881,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2023-08-08 10:00,8.00
3882,Salinui chueok,Crime,Bong Joon Ho,2003,131,12,2023-08-07 10:30,7.00
3883,Stand by Me,Adventure,Rob Reiner,1986,89,0,2023-08-06 16:30,8.50
3884,Léon,Action,Luc Besson,1994,110,12,2023-08-06 14:00,8.50
3885,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-08-06 10:00,8.50
3886,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-08-05 16:00,6.50
3887,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-08-05 13:00,6.50
3888,The Elephant Man,Biography,David Lynch,1980,124,12,2023-08-05 10:00,8.50
3889,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-08-04 16:00,6.50
3890,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,2023-08-04 13:00,6.50
3891,12 Angry Men,Crime,Sidney Lumet,1957,96,0,2023-08-04 10:30,6.50
3892,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,2023-08-03 12:30,8.00
3893,Ladri di biciclette,Drama,Vittorio De Sica,1948,89,12,2023-08-03 10:00,8.50
3894,The Taking of Pelham One Two Three,Action,Joseph Sargent,1974,104,0,2023-08-02 10:30,7.00
3895,La règle du jeu,Comedy,Jean Renoir,1939,110,12,2023-08-01 10:30,7.00
3896,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-07-31 15:30,7.50
3897,12 Angry Men,Crime,Sidney Lumet,1957,96,0,2023-07-31 13:00,8.00
3898,The Day of the Jackal,Crime,Fred Zinnemann,1973,143,12,2023-07-31 10:00,7.50
3899,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-07-30 16:00,6.50
3900,The Goonies,Adventure,Richard Donner,1985,114,0,2023-07-30 13:30,7.50
3901,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,2023-07-30 10:30,6.50
3902,Sanjuro,Action,Akira Kurosawa,1962,96,0,2023-07-29 16:00,7.00
3903,The Man Who Would Be King,Adventure,John Huston,1975,129,6,2023-07-29 13:00,8.50
3904,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2023-07-29 10:30,6.50
3905,Stagecoach,Adventure,John Ford,1939,96,12,2023-07-28 10:00,7.50
3906,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2023-07-27 13:00,6.50
3907,First Blood,Action,Ted Kotcheff,1982,93,12,2023-07-27 10:30,7.50
3908,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-07-26 15:00,8.00
3909,The Muppet Movie,Adventure,James Frawley,1979,95,0,2023-07-26 12:30,6.50
3910,First Blood,Action,Ted Kotcheff,1982,93,12,2023-07-26 10:00,7.50
3911,12 Angry Men,Crime,Sidney Lumet,1957,96,0,2023-07-25 13:00,8.00
3912,Stagecoach,Adventure,John Ford,1939,96,12,2023-07-25 10:30,8.50
3913,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-07-24 14:30,7.50
3914,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-07-24 10:30,7.00
3915,Le charme discret de la bourgeoisie,Comedy,Luis Buñuel,1972,102,6,2023-07-23 17:00,8.50
3916,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,2023-07-23 14:00,6.50
3917,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-07-23 10:00,7.50
3918,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-07-22 21:30,8.50
3919,Le charme discret de la bourgeoisie,Comedy,Luis Buñuel,1972,102,6,2023-07-22 19:00,9.50
3920,Sholay,Action,Ramesh Sippy,1975,204,0,2023-07-22 14:30,7.00
3921,Sholay,Action,Ramesh Sippy,1975,204,0,2023-07-22 10:30,7.00
3922,Fargo,Crime,Joel Coen,1996,98,12,2023-07-21 10:00,7.50
3923,Ran,Action,Akira Kurosawa,1985,162,0,2023-07-20 13:00,8.50
3924,Full Metal Jacket,Drama,Stanley Kubrick,1987,116,12,2023-07-20 10:00,7.00
3925,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-07-19 16:30,8.50
3926,The Graduate,Comedy,Mike Nichols,1967,106,12,2023-07-19 14:00,7.00
3927,Fanny och Alexander,Drama,Ingmar Bergman,1982,188,12,2023-07-19 10:00,7.50
3928,Mulan,Animation,Tony Bancroft,1998,88,0,2023-07-18 13:00,7.00
3929,Ikiru,Drama,Akira Kurosawa,1952,143,12,2023-07-18 10:00,8.50
3930,Stand by Me,Adventure,Rob Reiner,1986,89,0,2023-07-17 16:00,8.00
3931,The Man Who Would Be King,Adventure,John Huston,1975,129,6,2023-07-17 13:00,7.00
3932,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2023-07-17 10:30,8.50
3933,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2023-07-16 19:00,8.50
3934,The Taking of Pelham One Two Three,Action,Joseph Sargent,1974,104,0,2023-07-16 16:30,7.00
3935,The Day of the Jackal,Crime,Fred Zinnemann,1973,143,12,2023-07-16 13:30,7.00
3936,Full Metal Jacket,Drama,Stanley Kubrick,1987,116,12,2023-07-16 10:30,7.50
3937,The Day of the Jackal,Crime,Fred Zinnemann,1973,143,12,2023-07-15 19:00,9.50
